img,reference,predicts,source,BLEU,CHRF,CHRF++,TER,BERT-P,BERT-R,BERT-F1,METEOR,COMET,cluster
de/60/ff/de_10094232.jpg,"Sport
Work
Home
Commuting
Camping
Cooking",Work Home Commuting Cooking Camping Sports,"Sport
Arbeit
Zuhause
Pendeln
Camping
Kochen",34.32945239845197,89.58936440358534,82.6104429349015,50.0,0.8705734014511108,0.8429740071296692,0.8565514087677002,0.8518518518518519,0.9481672644615172,0
de/6c/e9/de_10178135.jpg,"Outdoors
Car
Sofa
Person
Bed
Floor","Outdoors

Car

Human

Bed

Sofa

Floor","Im Freien
Auto
Sofa
Mensch
Bett
Boden",20.412414523193146,53.15955266840837,52.78850606433642,33.33333333333333,0.9186692237854004,0.9342969059944152,0.9264171719551086,0.6200000000000001,0.8700752854347229,0
de/b5/e1/de_10164276.jpg,"Mosquitoes
Flies
Gnats
Moths
Wasps
Fruit flies","Mosquitoes  
Flies  
Mosquitos  
Moths  
Wasps  
Fruit flies","Stechmücken
Fliegen
Mücken
Motten
Wespen
Drosophila",48.892302243490086,81.11116081944314,79.90587418867435,14.285714285714285,0.8563953638076782,0.9313016533851624,0.8922791481018066,0.8412698412698414,0.8016713857650757,0
de/03/48/de_10124504.jpg,"Sports
Work
Home
Commuting
Camping
Cooking",Work at home Cooking Commuting Sports Camping Cooking,"Sport
Arbeit
Zuhause
Pendeln
Camping
Kochen",14.535768424205482,69.84665933377836,64.4744491614768,50.0,0.876920223236084,0.8644008040428162,0.8706154823303223,0.6877240143369175,0.9161545634269714,0
de/b0/0d/de_10158950.jpg,"Sport
Work
Home
Commuting
Camping
Cooking",Work Home Sports Commuting Camping Cooking,"Sport
Arbeit
Zuhause
Pendeln
Camping
Kochen",37.99178428257963,84.01402374466296,80.92912608279978,33.33333333333333,0.874647855758667,0.8447862267494202,0.859457790851593,0.9375,0.9565791487693788,0
de/c9/7a/de_10077222.jpg,"Animal
Dog
Bus
Milk
Father
Family
Food","Family  
Father  

Animal  
Dog  

Food  
Milk  

Vehicle  
Bus  
bus","Tier
Hund
Bus
Milch
Vater
Familie
Lebensmittel",13.04237150061073,57.90507762071455,57.20840478349755,85.71428571428571,0.7662010788917542,0.8889699578285217,0.8230324983596802,0.6660997732426304,0.7963704466819763,0
de/ee/8d/de_10097161.jpg,"Sport
Work
Home
Commuting
Camping
Cooking",Work Home Sports Commuting Camping Cooking,"Sport
Arbeit
Zuhause
Pendeln
Camping
Kochen",37.99178428257963,84.01402374466296,80.92912608279978,33.33333333333333,0.874647855758667,0.8447862267494202,0.859457790851593,0.9375,0.9565772414207458,0
de/2d/2c/de_10185890.jpg,"Cooler & Warmer
5°C
10°C
20°C
40°C
50°C
60°C
65°C","Cooler & Warmer
5℃ 10℃ 20℃ 30℃ 40℃ 50℃ 60℃ 65℃","Kühler & Wärmer
5°C
10°C
20°C
40°C
50°C
60°C
65°C",13.950796967929138,38.90591270030258,35.60904889305456,80.0,0.8322323560714722,0.8556321859359741,0.8437700271606445,0.2915291529152914,0.9707631468772888,0
de/56/42/de_10079981.jpg,"5 pieces
IP65
Linkable
180°
CE
RoHS","5 Pieces  
IP65  
Linkable  
180°  
CE  
RoHS","5 Stück
IP65
Linkbar
180°
CE
RoHS",100.00000000000004,92.9959697603376,88.79459636787223,0.0,0.8501250743865967,0.9372572898864746,0.8915674090385437,0.998542274052478,0.9475472569465636,0
de/b3/6e/de_10193734.jpg,"Nalzuns
001
A
B
C
D
E
F
G
20
kWh/1000h","ENERGY

Nalzuns
001

A
B
C
D
E
F
G

20
kWh/1000h

2019/2015","Nalzuns
001
A
B
C
D
E
F
G
20
kWh/1000h",74.03418011389233,89.44698309745563,91.4578161596316,30.76923076923077,0.9178488850593568,0.9579521417617798,0.9374718070030212,0.9817739079102716,0.8894221186637878,0
de/7c/3f/de_10122825.jpg,"ALUSSO
CRI 80+

Other
CRI 75+
","ALUSO  
CRI 80+  
Other  
CRI 75+","ALUSSO
CRI 80+

Andere
CRI 75+
",84.08964152537145,88.077779641606,87.71650614178454,12.5,0.8744649291038513,0.9322909116744996,0.90245258808136,0.8300000000000002,0.9296688437461852,0
de/01/22/de_10201946.jpg,"Date never falls off
SA
TOMORROW
THU
FRI
TOMORROW
SUN
TOMORROW","Date never falls off

ABEND
MI
DO
FR
SA
SO
MORGEN
DO
FR
SA
SO
MORGEN","Datum fällt nie ab
SA
MORGEN
DO
FR
MORGEN
SO
MORGEN",16.188613565728215,39.92631703527019,38.73181016386941,100.0,0.8096107840538025,0.8002317547798157,0.804893970489502,0.4208695652173913,0.5417951345443726,0
de/36/a3/de_10174150.jpg,"40°C
Washing
Low
Dryer
Durable
Colors","40°C  
Washing  

Lower  
Clothes dryer  

Durable  
Colors","40°C
Waschen
Niedriger
Wäschetrockner
Langlebige
Farben",30.73940764756321,82.71996114174233,74.932690696281,33.33333333333333,0.8073751926422119,0.9006350040435791,0.8514590859413147,0.9653916211293262,0.7659803032875061,0
de/c5/ee/de_10146020.jpg,"Fantasy at home

🎵
👤
⭐",Fantasy at Home,"Fantasie zu Hause

🎵
👤
⭐",36.78794411714425,56.306128252121766,49.94507497531339,50.0,0.9489539861679076,0.7821717858314514,0.8575286865234375,0.5165692007797271,0.6487537026405334,0
de/c7/de/de_10181336.jpg,"Affordable 5-pack & 3 lengths
2m × 2
1m × 2
0.5m × 1","Affordable 5-Pack  
& 3 Lengths  

2m x2  
1m x2  
0.5m x1","Günstiger 5er-Pack & 3 Längen
2m × 2
1m × 2
0.5m × 1",46.95736291157361,57.072937428974576,49.463591469963774,37.5,0.8739246129989624,0.9318825006484984,0.9019734859466552,0.568544708029197,0.8977516293525696,0
de/34/76/de_10114414.jpg,"4 pieces
IP65
Linkable
180°
CE
RoHS","4 Pieces  
IP65  
Linkable  
180°  
CE  
RoHS","4 Stück
IP65
Linkable
180°
CE
RoHS",100.00000000000004,92.9959697603376,88.79459636787223,0.0,0.8444610834121704,0.9298443794250488,0.8850983381271362,0.998542274052478,0.9525527954101562,0
de/96/ea/de_10143780.jpg,"40°C
Washing
Low
Dryer
Durable
Colors","40°C  
Washing  

Lower  
Clothes dryer  

Durable  
Colors","40°C
Waschen
Niedriger
Wäschetrockner
Langlebige
Farben",30.73940764756321,82.71996114174233,74.932690696281,33.33333333333333,0.8073751926422119,0.9006350040435791,0.8514590859413147,0.9653916211293262,0.7659803032875061,0
de/52/3f/de_10170988.jpg,"ONIONS
POTATOES
GARLIC","ONIONS

POTATOES

GARLIC","ZWEIBELN
KARTOFFELN
KNOBLAUCH",100.00000000000004,100.0,100.0,0.0,0.9662257432937622,0.9745438694953918,0.9703669548034668,0.9814814814814816,0.948685586452484,0
de/3f/56/de_10095399.jpg,"Reversible 2 colors
In one
3
8
2
1","Reversible 2 Colors
in one","Wendbare 2 Farben
In einem
3
8
2
1",44.932896411722176,54.49256255914302,47.32283845335595,44.44444444444444,0.9163011908531188,0.8594721555709839,0.8869773745536804,0.5186046511627908,0.7280308604240417,0
de/33/c9/de_10107373.jpg,"NO. 49
OREGANO
HERBS
100% NATURAL

NO. 50
PAPRIKA
","300 pcs

NO. 49
OREGANO

HERBS
100% Natural

NO. 32
PAPRIKA
100% Natural

PEPPER CORN
BAY LEAF
PAPRIKA
THYME
OREGANO
SALT
CUMIN
BLACK PEPPER","NO. 49
OREGANO
KRAUTER
100% NATURAL

NO. 50
PAPRIKA
",32.59094980339769,50.52390403559877,52.388098547133424,170.0,0.8412325382232666,0.9041951894760132,0.8715782165527344,0.7431939718035975,0.6770517230033875,0
de/06/68/de_10161716.jpg,"Product size

2.95in
4.72in
5.12in
7.68in
8.15in","Product size

2.95in

4.72in

5.12in

7.68in

9.15in","Produktgröße

2.95in
4.72in
5.12in
7.68in
8.15in",80.91067115702207,90.69369532463244,89.15122387442669,14.285714285714285,0.9628541469573976,0.9681755304336548,0.9655075073242188,0.8551587301587302,0.9845316410064696,0
de/bd/be/de_10152871.jpg,"4x 5m²
Cuttings
In total
20m²","4x 5m²
Cuttings
Total
20m²","4x 5m²
Zuschitte
Insgesamt
20m²",40.93653765389909,75.00730614435125,70.1019916132298,16.666666666666664,0.9894103407859802,0.982505977153778,0.9859460592269896,0.8203389830508474,0.9485905170440674,0
de/0e/15/de_10148228.jpg,"40°C
Washing
Low
Dryer
Durable
Colors","40°C  
Washing  

Lower  
Clothes dryer  

Durable  
Colors","40°C
Waschen
Niedriger
Wäschetrockner
Langlebige
Farben",30.73940764756321,82.71996114174233,74.932690696281,33.33333333333333,0.8073751926422119,0.9006350040435791,0.8514590859413147,0.9653916211293262,0.7659803032875061,0
de/bd/c8/de_10152744.jpg,"A
B
C
D
E
F
G
H
I
J","A
Writing practice

SL","A
B
C
D
E
F
G
H
I
J",3.564186929405141,1.4367816091954024,2.685546875,90.0,0.8021761178970337,0.7533143758773804,0.7769777774810791,0.0531914893617021,0.2931883633136749,0
