BLEU,CHRF,CHRF++,TER,BERT-P,BERT-R,BERT-F1,METEOR,CHRF<10,COMET,model
30.89099870219549,28.716478973971405,24.62576737523654,50.11600928074246,0.8211039900779724,0.80171138048172,0.8097840547561646,0.2831262257092827,41,0.8082328601316973,/mnt/data/users/liamding/data/MTI/evaluations/gpt-4o-2024-11-20/anytrans/en2zh_total.csv
57.1243089662696,55.024655658146926,48.52745758934654,34.968625213919,0.8710781335830688,0.858040452003479,0.8632961511611938,0.513165824807181,19,0.8593310795689081,/mnt/data/users/liamding/data/MTI/evaluations/gpt-4o-2024-11-20/anytrans/ja2zh_total.csv
36.3427097682351,31.70789101747201,26.556727245683952,48.40357598978289,0.8182729482650757,0.8022246360778809,0.8084927201271057,0.3344214270518384,36,0.798469674830534,/mnt/data/users/liamding/data/MTI/evaluations/gpt-4o-2024-11-20/anytrans/ko2zh_total.csv
13.458432133270891,44.3256590677241,40.016502613207855,73.44877344877345,0.8955037593841553,0.8995041251182556,0.8969895243644714,0.420624574931919,28,0.7568359832176987,/mnt/data/users/liamding/data/MTI/evaluations/gpt-4o-2024-11-20/anytrans/zh2en_total.csv
20.169638737512173,25.134949727021137,21.1880340408051,55.61357702349869,0.8619013428688049,0.846955418586731,0.8537464737892151,0.4288902740078611,48,0.8481119066476822,/mnt/data/users/liamding/data/MTI/evaluations/gpt-4o-2024-11-20/anytrans/zh2ja_total.csv
13.371081369660986,23.49557513512085,21.487036781990504,97.88732394366195,0.8295570015907288,0.8274291753768921,0.8280968070030212,0.2774738047108285,56,0.7679805229691898,/mnt/data/users/liamding/data/MTI/evaluations/gpt-4o-2024-11-20/anytrans/zh2ko_total.csv
18.304951234604097,37.5724063558399,35.277058838392364,111.7967332123412,0.7767250537872314,0.8045276403427124,0.7886753678321838,0.3559953579914852,21,0.6462143647670746,/mnt/data/users/liamding/data/MTI/evaluations/gpt-4o-2024-11-20/mit10m/de/de2ar_total.csv
19.846377448323008,54.36653737607424,52.1104240400993,120.08639308855292,0.8297522068023682,0.893662691116333,0.8593035936355591,0.5612060301896235,12,0.7419389238953591,/mnt/data/users/liamding/data/MTI/evaluations/gpt-4o-2024-11-20/mit10m/de/de2en_total.csv
17.54384224423353,51.08822614252,48.36085064333316,147.1933471933472,0.7867133617401123,0.8381961584091187,0.809586763381958,0.4803676190576365,15,0.704767829477787,/mnt/data/users/liamding/data/MTI/evaluations/gpt-4o-2024-11-20/mit10m/de/de2es_total.csv
14.788521851618922,45.15349906633183,43.170559492425326,162.2680412371134,0.765546977519989,0.8249264359474182,0.7920545339584351,0.4222006577756235,12,0.6534622699022293,/mnt/data/users/liamding/data/MTI/evaluations/gpt-4o-2024-11-20/mit10m/de/de2fr_total.csv
10.36954301109174,31.72850148684676,31.6259183815962,165.36203522504894,0.7458940744400024,0.793260931968689,0.7668762803077698,0.1332344127944375,32,0.5578116792440414,/mnt/data/users/liamding/data/MTI/evaluations/gpt-4o-2024-11-20/mit10m/de/de2hi_total.csv
13.641293864935989,46.45878172795805,43.71708198201804,164.85355648535565,0.7534254193305969,0.8176382184028625,0.7820053100585938,0.4182472924944804,17,0.6523994779586793,/mnt/data/users/liamding/data/MTI/evaluations/gpt-4o-2024-11-20/mit10m/de/de2it_total.csv
18.62768959630171,34.77646171890466,34.785903040261736,137.9139072847682,0.7426532506942749,0.8024834990501404,0.7693631052970886,0.4050713947133421,35,0.6633342346549034,/mnt/data/users/liamding/data/MTI/evaluations/gpt-4o-2024-11-20/mit10m/de/de2ja_total.csv
21.183093429990866,35.10785229979426,36.33632138232304,137.09327548806942,0.7693420648574829,0.8164812326431274,0.7906004190444946,0.4553071704746536,31,0.6734951946139336,/mnt/data/users/liamding/data/MTI/evaluations/gpt-4o-2024-11-20/mit10m/de/de2ko_total.csv
16.080197985768077,43.93086955750465,41.857666185386,162.13389121338912,0.7648122906684875,0.8129269480705261,0.7846075296401978,0.407575153220368,18,0.6544906643033027,/mnt/data/users/liamding/data/MTI/evaluations/gpt-4o-2024-11-20/mit10m/de/de2pt_total.csv
14.979602715089827,34.99668639502712,32.969180517316,130.88235294117646,0.752705991268158,0.7885197997093201,0.7682304978370667,0.3570932412104776,27,0.6668964350223541,/mnt/data/users/liamding/data/MTI/evaluations/gpt-4o-2024-11-20/mit10m/de/de2ru_total.csv
17.417136936829426,42.70995633750571,40.28541533417038,151.86915887850466,0.759497880935669,0.802141010761261,0.7784029245376587,0.4168965622899015,29,0.6576933550834656,/mnt/data/users/liamding/data/MTI/evaluations/gpt-4o-2024-11-20/mit10m/de/de2th_total.csv
