img,reference,predicts,source,BLEU,CHRF,CHRF++,TER,BERT-P,BERT-R,BERT-F1,METEOR,COMET
es/bc/0f/es_10264451.jpg,INTE,"इंटेक्स
25
166
100
लीटरों
90
सेमी",INTE,0.0,0.0,0.0,700.0,0.6203447580337524,0.7146410942077637,0.6641626358032227,0.0,0.3127429783344269
es/fb/d4/es_10250864.jpg,INTE,"इंटेक्स
+३ वर्ष",INTE,0.0,0.0,0.0,400.0,0.7020667195320129,0.7404940724372864,0.7207685708999634,0.0,0.42227235436439514
es/00/01/es_10214527.jpg,INTE,"इंटेक्स
84
201
170
लीटरों
160
सेमी",INTE,0.0,0.0,0.0,700.0,0.6131486892700195,0.709571361541748,0.6578455567359924,0.0,0.31810739636421204
es/2a/eb/es_10219686.jpg,INTE,"इंटेक्स
+२ वर्ष",INTE,0.0,0.0,0.0,400.0,0.7009736895561218,0.740172266960144,0.7200399041175842,0.0,0.44107577204704285
es/cd/1e/es_10255187.jpg,INTE,"इंटेक्स
संयोजक शामिल हैं
2 पकड़ने के दर्रे
निर्जलीकरण
5 पेय धारक
3 वायु के कमरे
2 ट्रे",INTE,0.0,0.0,0.0,1800.0,0.5695569515228271,0.6797958016395569,0.6198128461837769,0.0,0.2570108473300934
es/3e/9c/es_10265996.jpg,INTE,"इंटेक्स
58
191
152
लीटर्स
143
सेमी",INTE,0.0,0.0,0.0,700.0,0.6017135977745056,0.718395471572876,0.6548978686332703,0.0,0.32501220703125
es/21/8b/es_10212260.jpg,INTE,"इंटेक्स
99
373
234
अधिकतम वजन
81 किलोग्राम
लीटर
235
सेमी",INTE,0.0,0.0,0.0,1100.0,0.5421289801597595,0.693109929561615,0.6083924174308777,0.0,0.29527151584625244
es/66/16/es_10245720.jpg,नूनेको,"नेनुको
नेनुको",Nenuco,0.0,16.957904019307527,14.535346302263596,200.0,0.7480531930923462,0.767246425151825,0.7575282454490662,0.0,0.563408613204956
es/af/23/es_10410715.jpg,"15,8
10,5
21,3
1 मीटर","15,8
10,5
21,3
1 मीटर","15,8
10,5
21,3
1 metro",100.00000000000004,100.0,100.0,0.0,0.9999468326568604,0.9999468326568604,0.9999468326568604,0.9921875,0.9893335700035095
es/e4/47/es_10037335.jpg,"मैंगो
एंटीस्लिप
0m+","आम
अवरोधक अपघटनशील","MANGO
ANTIDESLIZANTE
0m+",0.0,5.952380952380952,4.464285714285714,100.0,0.7066672444343567,0.6857582330703735,0.6960557103157043,0.0,0.30799397826194763
es/97/a3/es_10246049.jpg,लेटिसिया,लेटिसिया,Leticia,100.00000000000004,100.0,100.0,0.0,1.0000495910644531,1.0000495910644531,1.0000495910644531,0.5,0.9767002463340759
es/86/ca/es_10395410.jpg,"आकार
A3

आकार
A4","टामनो साइज़ ए3
कर्नेशन - डियैंथस क्यूपीटो
1882

टामनो साइज़ ए4
ऑर्किड - ओनिसियम विल्डरमैन","TAMAÑO
A3

TAMAÑO
A4",0.0,5.46448087431694,4.0983606557377055,375.0,0.5448171496391296,0.6326514482498169,0.5854582786560059,0.0,0.34817609190940857
es/2c/fe/es_10229357.jpg,बाल,पेलो,Pelo,0.0,10.416666666666666,7.8125,100.0,0.7658737897872925,0.7811661958694458,0.773444414138794,0.0,0.5360369086265564
es/d3/66/es_10266242.jpg,स्पेन,स्पेन,España,100.00000000000004,100.0,100.0,0.0,1.0000641345977783,1.0000641345977783,1.0000641345977783,0.5,0.9819781184196472
es/61/99/es_10257218.jpg,स्पेन,एस्पाना,España,0.0,29.813794912142672,24.844829093452226,100.0,0.7118622064590454,0.7088546752929688,0.7103552222251892,0.0,0.7223769426345825
es/88/ff/es_10211420.jpg,"एजेंडा
24-25
कलोन","अजेंडा
२४-२५
कलोन","Agenda
24-25

kalon",12.703318703865365,31.536519036519035,27.819055944055943,80.0,0.903708815574646,0.903708815574646,0.903708815574646,0.16666666666666666,0.8697564005851746
es/73/b0/es_10036265.jpg,"सिस
स्पाइरो
कैलम
बॉल पेन

24
इकाइयाँ","सीआईएस
स्पायरो
कैनेटा एसफेरोग्राफिका
बोलिग्राफो / बॉल पेन
24
यूनिट्स","Cis
Spiro
caneta esferográfica
Bolígrafo / Ball pen

24
unidades",15.619699684601283,32.865161279975425,33.556507641558866,100.0,0.7258347272872925,0.7980932593345642,0.7602508664131165,0.0,0.6321451663970947
es/1d/f3/es_10217760.jpg,"स्वायत्तता
23 घंटे
7.5 घंटे
15.5 घंटे
JVC","ऑटोनोमिया
23h 7.5h
15.5h
जेवीसी","Autonomía
23h
7.5h
15.5h
JVC",0.0,14.102507854744795,10.576880891058597,100.0,0.7086023092269897,0.6678211688995361,0.6876075863838196,0.0,0.65065598487854
es/f0/0f/es_10275581.jpg,रेबेका,रिबेका,Rebeca,0.0,37.77777777777778,32.38095238095238,100.0,0.9694936275482178,0.9694936275482178,0.9694936275482178,0.0,0.9524582028388977
es/6c/08/es_10261446.jpg,"स्वायत्तता
23 घंटे
7.5 घंटे
15.5 घंटे
JVC","ऑटोनोमिया
23h 7.5h
15.5h
जेवीसी","Autonomía
23h
7.5h
15.5h
JVC",0.0,14.102507854744795,10.576880891058597,100.0,0.7086023092269897,0.6678211688995361,0.6876075863838196,0.0,0.6505728363990784
es/49/77/es_10247220.jpg,"तेज़ असेंबली
और सरल
1
2
3
4","तेजी से और आसानी से स्थापना
और सरल","MONTAJE RÁPIDO
Y SENCILLO
1
2
3
4",11.044795567078939,20.493013096519295,20.34837314447695,87.5,0.7055642604827881,0.6568853259086609,0.6803551316261292,0.0,0.49007344245910645
es/95/27/es_10214781.jpg,"3
साल
की उम्र से","3 से शुरू
वर्ष की उम्र","A PARTIR DE
3
AÑOS
DE EDAD",19.304869754804482,38.1307636595435,41.26273256970215,60.0,0.8400090932846069,0.8627017736434937,0.8512042164802551,0.3125,0.787311851978302
es/6f/80/es_10223960.jpg,"अन्य
720P
अकीयो","अन्य
720P
आकियो","Otros
720P
Akiyo",55.03212081491043,56.29532504532504,56.804827117327115,33.33333333333333,0.8640075922012329,0.8903284072875977,0.8769705891609192,0.0,0.9066445231437683
es/05/ef/es_10377393.jpg,"आकार
A3

आकार
A4","टामानो साइज़ ए3

एक टिपिकल रिब केज में 26 रिब्स होते हैं। यह मनुष्यों को अपनी गर्दन को घुमाने की अनुमति देता है बिना पैलेट के साथ झुकने के। स्टर्नम, या ब्रेस्टबोन, एक लंबा फ्लैट बोन है जो रिब केज के आगे में स्थित है। यह बोन दिल को और अन्य अंत:करण अंगों को संरक्षित करता है।

रिब केज

टामानो साइज़ ए4

लेग्स

थाइग मस्कल जो लेग में पाए जाते हैं उनमें डिप्थ और वाइड्थ में भिन्नता होती है। यह मस्कल शरीर को चलने, धावने और उछलने में मदद करते हैं।","TAMAÑO
A3

TAMAÑO
A4",0.0,1.9035532994923863,1.4276649746192895,2300.0,0.5210270881652832,0.6127583980560303,0.5631818771362305,0.0,0.319393128156662
