BLEU,CHRF,CHRF++,TER,BERT-P,BERT-R,BERT-F1,METEOR,COMET,CHRF<10,model
40.15063942640656,42.89163414494042,39.215452814952975,83.62867134027009,0.7926911866510069,0.7947873971162936,0.791492488735166,0.3405662373424865,0.7734937555604167,44.0,/mnt/data/users/liamding/data/MTI/evaluations/gemini-2.0-flash-001/anytrans/en2zh_each_avg.csv
49.15142037986711,48.52951339332184,46.04622073687504,86.93122853699057,0.8225765016406633,0.8453300832572141,0.8317959263426433,0.5550433035549884,0.799212163234774,38.0,/mnt/data/users/liamding/data/MTI/evaluations/gemini-2.0-flash-001/anytrans/ja2zh_each_avg.csv
35.05743194568403,34.9641992223779,31.73985184472928,82.08432710964279,0.7940408030942995,0.7989772030589531,0.7945578286842424,0.4134920601146468,0.7775279776174195,36.0,/mnt/data/users/liamding/data/MTI/evaluations/gemini-2.0-flash-001/anytrans/ko2zh_each_avg.csv
32.893965718193,46.79409373044531,43.04000606807666,103.48443296087277,0.8887155031034459,0.9016678389454388,0.8943253858551306,0.4602861334073177,0.7654201901707974,24.0,/mnt/data/users/liamding/data/MTI/evaluations/gemini-2.0-flash-001/anytrans/zh2en_each_avg.csv
30.713412624670983,33.2300505638086,30.345339457446634,91.65778327737458,0.8410854834318161,0.837495605647564,0.8386751914024353,0.3798907643062595,0.8367776966094971,56.0,/mnt/data/users/liamding/data/MTI/evaluations/gemini-2.0-flash-001/anytrans/zh2ja_each_avg.csv
21.923200987854493,27.54063206534234,24.97992564349744,142.01493930905696,0.8105561852455139,0.8164258644861333,0.8130978058366215,0.2414353430358151,0.7225729791557087,63.0,/mnt/data/users/liamding/data/MTI/evaluations/gemini-2.0-flash-001/anytrans/zh2ko_each_avg.csv
21.06712464633793,39.03684002466444,36.15274259483749,175.0721861471862,0.7823606383800507,0.8025216406583786,0.7911036819219589,0.3172595325862986,0.6588333261013031,21.0,/mnt/data/users/liamding/data/MTI/evaluations/gemini-2.0-flash-001/mit10m/de/de2ar_each_avg.csv
39.34276970655296,52.39620249056101,51.30157934554445,143.76756021756023,0.8939877927303315,0.9174986118078232,0.90456704556942,0.5456601082388989,0.7402678003907204,10.0,/mnt/data/users/liamding/data/MTI/evaluations/gemini-2.0-flash-001/mit10m/de/de2en_each_avg.csv
34.99353465057419,51.1051598413418,49.553640945745535,193.6355313165096,0.7924745506048203,0.826019035577774,0.8071147549152374,0.4856487947864052,0.6927037489414215,12.0,/mnt/data/users/liamding/data/MTI/evaluations/gemini-2.0-flash-001/mit10m/de/de2es_each_avg.csv
26.362708228210877,43.72885517802092,41.52329705284723,190.00926084784783,0.7732268023490906,0.8107569253444672,0.790307051539421,0.3868754394063319,0.6449530512094498,14.0,/mnt/data/users/liamding/data/MTI/evaluations/gemini-2.0-flash-001/mit10m/de/de2fr_each_avg.csv
