img,reference,predicts,source,BLEU,CHRF,CHRF++,TER,BERT-P,BERT-R,BERT-F1,METEOR,COMET
zh/b4/9c/zh_10844713.jpg,"68%
2%
30%","68%
ทรายแมวเต้าหู้
วัตถุดิบธรรมชาติ
ละลายในน้ำอย่างรวดเร็ว

2%
สารกำจัดกลิ่นสีฟ้า
กำจัดกลิ่นได้อย่างมีประสิทธิภาพ หายใจได้สบาย

30%
ดินที่อุ้มน้ำ
เกาะตัวแข็งแรง ดูดซับน้ำได้ดี

สัดส่วนทองคำ
ผสมให้มีพลังงานที่แข็งแกร่ง","68%
2%
30%
",2.7531049048266314,5.441885677531542,22.962329942900958,183.3333333333333,0.479216456413269,0.7349468469619751,0.5801503658294678,0.5241371268656716,0.3396802842617035
zh/64/2f/zh_10856253.jpg,"30%
10%
60%","พองตัวดินแมว 30% 
STA ปัจจัยกำจัดกลิ่น 10%
เต้าหู้แมว 60%","30%
10%
60%",9.103526405546068,18.21026081231236,34.17448812565805,66.66666666666666,0.6123308539390564,0.7889829874038696,0.689522385597229,0.797872340425532,0.3484938740730285
zh/83/35/zh_10026324.jpg,SAER,ซาร์,SAER,0.0,0.0,0.0,100.0,0.8036665320396423,0.8036665320396423,0.8036665916442871,0.0,0.6158732175827026
zh/2e/1b/zh_10823159.jpg,เซจ,SAGE โซฟาปรับเป็นเตียง,SAGE,0.0,10.1010101010101,7.575757575757576,200.0,0.7021371126174927,0.7638300657272339,0.7316854596138,0.0,0.4763856828212738
zh/f8/4d/zh_10938626.jpg,"GF-30
CE
UL
CQC","ศูนย์กลางพัดลมระบายความร้อน
https://shop145008617.taobao.com","GF-30
CE
UL
CQC",0.0,0.778816199376947,0.5841121495327103,175.0,0.535930871963501,0.5722945928573608,0.553516149520874,0.0632911392405063,0.3508470952510834
zh/7a/a7/zh_10903819.jpg,จียี่ซี,"กิจยี่สี
Jiyixi","吉宜喜
JIYIXI",15.97357760615681,17.046128947402188,14.610967669201877,200.0,0.6986585855484009,0.7542232871055603,0.7253784537315369,0.15625,0.6687891483306885
zh/3e/52/zh_10917185.jpg,จียี่ซี,กิจยี่สี,"吉宜喜

Jiyixi",27.516060407455225,20.15665592143741,17.277133646946353,100.0,0.7096037864685059,0.7527036666870117,0.7305185794830322,0.1666666666666666,0.6716521382331848
zh/b0/a5/zh_10854844.jpg,"โบซนอย
❤️
มีความสุข
น่ารัก","Boznoi
สินค้ารถยนต์ Boznoi
สุขสบายน่ารัก","Boznoi
❤️
HAPPY
CUTE",8.116697886877475,21.77643556256485,16.33232667192363,100.0,0.7073162794113159,0.7477906942367554,0.7269905805587769,0.1666666666666666,0.4675630629062652
zh/e5/32/zh_10768610.jpg,"อุดมคติ
L8
L9
L9
L7
L7","อุดมสมบัติและคงที่
L8 L9 L7
หรูหราเพิ่มขึ้น ปรับระดับ
ใช้ได้กับโลโก้รถอุดมสมบัติ มีหลายแบบให้เลือก","理想
L8
L9
L9
L7
L7",19.383418023456656,17.970730768831952,27.0482441638466,100.0,0.6489794254302979,0.7643536925315857,0.7019573450088501,0.3932980599647268,0.4971008598804474
zh/ab/01/zh_10900083.jpg,"GOLDYIP
USB
MP3","GOLDYIP

USB/MP3","GOLDYIP
USB
MP3",39.43223765116288,77.30717040161377,62.61578163631464,33.33333333333333,0.9416980743408204,0.9755938053131104,0.9583463072776794,0.534957627118644,0.972610890865326
zh/26/42/zh_10932763.jpg,"อ่างล้างหน้า
กระจก
แจกัน",ฉะเชิงเทรา รุ่ยเซินวัสดุก่อสร้างการผลิตและการขาย,"洗手台
镜子
花瓶",0.0,12.443053441427123,9.332290081070344,100.0,0.6546966433525085,0.6977403163909912,0.6755334734916687,0.0,0.3654819130897522
zh/6c/99/zh_10915284.jpg,"เหล็กเพื่อน
2.5
2.6
2.6
39
แท่ง","เหล็กจอมพล
39 2.5
35 2.6
STEELMATE
2.5 39
2.6 35 Bar","钢铁伙伴
2.5
2.6
2.6
39
Bar",5.063996506781411,26.066738763684462,26.70610353465287,133.33333333333331,0.7715950012207031,0.828991174697876,0.7992640137672424,0.5723076923076923,0.6717788577079773
zh/ff/92/zh_10796525.jpg,-20°C,"ซื้อทันทีส่งฟรี  
ค้อนความปลอดภัย + สายยึด  

-20°C  
FE  
EXTINGUISHER  
เครื่องดับเพลิมชนิดน้ำเคมี (สารละลาย)  
มาตรฐาน GB4351.1-2005 ผลิตโดยบริษัท เครื่องดับเพลิมคุณภาพสูง",-20°C,3.419816740540656,9.395195021723412,18.622159689466542,1500.0,0.4843097925186157,0.7140635251998901,0.5771623253822327,0.2971576227390181,0.3605023920536041
zh/6f/a7/zh_10007404.jpg,"ไนจาทู
TUEFHAY
GKSD
GKSD","เนจิอาตู
NAIJIATU
ทูเอฟเอชเอ
จีเคเอสดีเอ
จีเคเอสดีเอ
เพิ่มสำลี
เพิ่มความหนา","奈加图
TUEFHAY
GKSD
GKSD",1.5732934811145336,6.046840346921456,4.535130260191092,175.0,0.5951527953147888,0.667725682258606,0.6293540000915527,0.1801801801801802,0.426133930683136
zh/69/47/zh_10821743.jpg,"08
06
10
1971
11
07
04","04
07
11
1971
10
06
08
คอลเลกชันบัฟเฟ่ต์","08
06
10
1971
11
07
04",7.755040492517498,31.73708907585645,36.62568759521867,100.0,0.6541887521743774,0.8471119999885559,0.7382546663284302,0.4887218045112781,0.5504235029220581
zh/5f/c2/zh_10021542.jpg,WAMAI,"วามาย FEDO BRASIL หมายเลข 73843W

ฉันมักจะตื่นแต่เช้าเพื่อไปที่สนามแข่งขันในเช้าวันอาทิตย์ เพื่อเดิมพันม้าชื่อ Medical Convention ม้าของฉันเป็นม้าที่ถูกครอบครองโดยเจ้าของคนหนึ่งซึ่งมีความมั่นใจอย่างสูงว่าม้าของเขาจะชนะการแข่งขันด้วยคะแนนที่แน่นอน ดังนั้นจึงไม่มีความจำเป็นที่จะต้องมีการเดิมพันเพิ่มเติม และเขาจะได้รับเงินรางวัลจากการแข่งขันนี้

ขณะที่ฉันกำลังรอคอยการแข่งขันครั้งต่อไป เขาได้เดิมพัน $40 สำหรับการแข่งขันครั้งนี้ และเมื่อม้าเริ่มวิ่งเขาก็ได้รับเงินรางวัลจากการเดิมพันของเขา ดังนั้นเราจึงมีความสนใจร่วมกันในการเดิมพันม้า Medical Convention ซึ่งเราได้ประสบความสำเร็จดังนี้:

""โอ้ หมายเลข 10 แน่นอน""
""ใช่ค่ะ หมายเลข 10 แน่นอน""

คำถามที่คุณถามมา หมายเลข 10 ได้รับรางวัลจริงๆ!",WAMAI,0.0,0.5970149253731344,0.4975124378109453,3400.0,0.4113609492778778,0.6231814622879028,0.4955862760543823,0.0,0.3690948188304901
zh/a1/e6/zh_10032353.jpg,"```250
X```","230
ขนาด","250
X",0.0,3.546099290780142,2.6595744680851063,100.0,0.6304082870483398,0.600705087184906,0.6151983141899109,0.1282051282051282,0.5317894816398621
zh/94/a0/zh_10011311.jpg,"ดิสนีย์
STRCR
DSGL
RYD
ES
984
L
84","ดิสนีย์
STRCR
84
ES
DS
GL
RY
STRCR
84
984
ES
YI
O
E
STRCR
84
S","迪士尼
STRCR
DSGL
RYD
ES
984
L
84",5.751391809950023,51.98505322831547,46.84490834649865,162.5,0.7621522545814514,0.8232238292694092,0.7915117740631104,0.3571428571428572,0.6808753609657288
zh/f8/aa/zh_10793136.jpg,"18.9L
12L
4.5L","เหมาะสมสำหรับการใช้น้ำบรรจุในถังส่วนใหญ่บนตลาด
18.9L 12L 4.5L","18.9L
12L
4.5L",28.175950490399515,50.66339237259493,68.68071852510539,33.33333333333333,0.593614935874939,0.909982442855835,0.7185157537460327,0.6898846495119786,0.5046517252922058
zh/49/12/zh_10909599.jpg,จียี่ซี,"กิจยี่สี
Jiyixi
กิจยี่สี
Jiyixi","吉宜喜
JIYIXI",5.522397783539471,14.037479896510732,12.03212562558063,400.0,0.6673234105110168,0.700053334236145,0.6832966208457947,0.131578947368421,0.511495053768158
zh/f2/2f/zh_10911729.jpg,"F9
OdB
TLOS
AF
ATW S5200K
00:00:00","F9
0dB

TLOS
AF
ATW S5200K

00:00:00

ก็อชิโค บ๊วยหัว","F9
OdB
TLOS
AF
ATW S5200K
00:00:00",38.53856918030314,81.0811114349143,78.83955744625972,33.33333333333333,0.8003647327423096,0.935478687286377,0.8626632690429688,0.6488372093023256,0.611790657043457
zh/9f/91/zh_10763501.jpg,"มาสด้า
AWD 2.5
AWD 20
AWD
AWD","AWD
AWD 2.5
AWD 2.0
AWD
AWD
มาสด้า การจัดเรียงสี่ล้อขับเคลื่อนโลหะติดรถ","马自达
AWD 2.5
AWD 20
AWD
AWD",11.980914528565991,53.53414690237368,57.89661492612645,42.85714285714285,0.7145670652389526,0.8392235636711121,0.7718948721885681,0.4255319148936171,0.7323101162910461
zh/f3/68/zh_10902172.jpg,"43
2.5
2.5
29
2.41","เหล็กจอมพล
STEELMATE
43 2.5
29 2.4
2.5 28
2.5 Bar","43
2.5
2.5
29
2.41",10.600313379512592,51.58710706998504,52.47421241438586,140.0,0.6964936256408691,0.8450888395309448,0.7636295557022095,0.396039603960396,0.5865450501441956
zh/fa/2f/zh_10007882.jpg,"ยาลู
Yaloo","ยาลู
ยา
loo","雅鹿
Yaloo",31.947155212313625,33.30026455026456,30.78503787122053,100.0,0.8598047494888306,0.8570038080215454,0.8584019541740417,0.3571428571428571,0.7915449738502502
zh/fc/9d/zh_10023892.jpg,"73
F-2
3240
51683484","สิบปี ทหารเร็ว - ส่วนลดร้าน
ภาพถ่ายสินค้าจริง ขออภัยในความไม่สะดวก
หมายเลขโทรศัพท์สำหรับการสั่งซื้อ: 15616843848","73
F-2
3240
51683484",0.0,6.832384717233264,5.124288537924946,200.0,0.5349814891815186,0.64893639087677,0.5864747166633606,0.1020408163265306,0.3941063582897186
