img,reference,predicts,source,BLEU,CHRF,CHRF++,TER,BERT-P,BERT-R,BERT-F1,METEOR,COMET
es/bc/0f/es_10264451.jpg,INTE,"İNTEKS®
166
100
25
90 LİTRE
cm",INTE,0.0,20.931735606484068,16.745388485187256,700.0,0.40307188034057617,0.6682359576225281,0.5028379559516907,0.0,0.4019920825958252
es/fb/d4/es_10250864.jpg,INTE,"INTEX®
+3
años",INTE,0.0,59.79978925184405,47.83983140147523,400.0,0.48000654578208923,0.7051928043365479,0.5712071061134338,0.0,0.5311805009841919
es/00/01/es_10214527.jpg,INTE,"INTEX®

84
201
170
LİTRE
160
cm",INTE,0.0,37.93018682399214,30.344149459193716,700.0,0.43820300698280334,0.7011748552322388,0.5393416285514832,0.0,0.4126208424568176
es/2a/eb/es_10219686.jpg,INTE,"INTEX®
+2
yıl",INTE,0.0,62.837498430239854,50.26999874419189,400.0,0.5405541658401489,0.7323353886604309,0.6219972372055054,0.0,0.5752620697021484
es/cd/1e/es_10255187.jpg,INTE,"INTEX
İÇERİR
KONNEKTÖRLER

2 KAVRAMA
SAPI

BUZDOLABI
5 BARDAK
SAHİPLERİ

3 HAVA ODASI
2 TEPSİ",INTE,0.0,14.708208482541064,11.766566786032849,1500.0,0.29614463448524475,0.6616004109382629,0.4091472923755646,0.0,0.3574802875518799
es/3e/9c/es_10265996.jpg,INTE,"İNTEKS®
58
191
152
LİTRESİ
143
cm",INTE,0.0,19.313180449386145,15.45054435950892,700.0,0.37575793266296387,0.6690043807029724,0.48122653365135193,0.0,0.37032225728034973
es/21/8b/es_10212260.jpg,INTE,"INTEX
AM
99
MAKSİMUM
AĞIRLIK
81 KG
373
LİTRE
235
234
cm",INTE,0.0,23.59541049570232,18.876328396561853,1200.0,0.32156985998153687,0.6928538084030151,0.43926599621772766,0.0,0.36301982402801514
es/66/16/es_10245720.jpg,Nenuco,Nenuco,Nenuco,100.00000000000004,100.0,100.0,0.0,0.9999494552612305,0.9999494552612305,0.9999494552612305,0.5,0.9948822855949402
es/af/23/es_10410715.jpg,"15,8
10,5
21,3
1 metre","15,8
10,5
21,3
-1 metre-","15,8
10,5
21,3
1 metro",32.46679154750991,80.37113967010934,80.5403867857812,60.0,0.8931268453598022,0.9585039019584656,0.9246612191200256,0.7352941176470589,0.9295714497566223
es/e4/47/es_10037335.jpg,"MANGO
KAYMAZ
0m+","KAYMAZ SAP

0m+","MANGO
ANTIDESLIZANTE
0m+",35.35533905932737,38.829273188248884,42.70773539210531,50.0,0.7900247573852539,0.7774664759635925,0.7836952805519104,0.6388888888888888,0.7583793997764587
es/97/a3/es_10246049.jpg,Leticia,Leticia,Leticia,100.00000000000004,100.0,100.0,0.0,1.000040888786316,1.000040888786316,1.000040888786316,0.5,0.9923712611198425
es/86/ca/es_10395410.jpg,"BOYUT
A3

BOYUT
A4","BOYUT
EBAT
A3

BOYUT
EBAT
A4","TAMAÑO
A3

TAMAÑO
A4",19.304869754804482,63.25288701936499,62.501595542890506,50.0,0.7153359651565552,0.8642984628677368,0.7827935218811035,0.7514880952380952,0.8941610455513
es/2c/fe/es_10229357.jpg,Saç,Saç,Pelo,100.00000000000004,100.0,100.0,0.0,0.9998779892921448,0.9998779892921448,0.9998779892921448,0.5,0.9823172688484192
es/d3/66/es_10266242.jpg,İspanya,"España
España",España,0.0,15.884194053208134,13.615023474178404,200.0,0.3651551604270935,0.597422182559967,0.4532659947872162,0.0,0.7574015259742737
es/61/99/es_10257218.jpg,İspanya,España,España,0.0,19.025078890549743,16.307210477614063,100.0,0.43866223096847534,0.6489801406860352,0.5234865546226501,0.0,0.9068326950073242
es/88/ff/es_10211420.jpg,"Gündem
24-25
kalon","Gündem
24-25","Agenda
24-25

kalon",60.653065971263366,67.43033470401954,66.48804042520676,20.0,0.8099349737167358,0.6783629655838013,0.7383332252502441,0.6465517241379309,0.897164523601532
es/73/b0/es_10036265.jpg,"Cis
Spiro
kalem
Tükenmez kalem

24
birim","Cis
Spiro
Tükenmez kalem
Boligrafo / Tükenmez kalem
24
üniteler
birimler
Corp
17,5 cm
Vücut
Daha uzun
Pont
İpucu
İğne
Çekirdek
Renkler
LUNC
UNC","Cis
Spiro
caneta esferográfica
Bolígrafo / Ball pen

24
unidades",7.7075324887553816,47.58696255482383,46.9087575928217,257.14285714285717,0.5344058275222778,0.8308383226394653,0.6504402160644531,0.6465517241379309,0.45673227310180664
es/1d/f3/es_10217760.jpg,"Özerklik
23 saat
7.5 saat
15.5 saat
JVC","Özerklik
23 saat
7,5 saat
15,5 saat
JVC","Autonomía
23h
7.5h
15.5h
JVC",27.054113452696992,75.51697285637773,71.36987249942618,0.0,0.9672806262969971,0.9672806262969971,0.9672806262969971,0.703125,0.8868040442466736
es/f0/0f/es_10275581.jpg,Rebeka,Rebeca,Rebeca,0.0,37.77777777777778,32.38095238095238,100.0,0.8958877325057983,0.8958877325057983,0.8958877325057983,0.0,0.9862295985221863
es/6c/08/es_10261446.jpg,"Özerklik
23 saat
7.5 saat
15.5 saat
JVC","Özerklik
23 saat
7.5 saat
15.5 saat
JVC","Autonomía
23h
7.5h
15.5h
JVC",100.00000000000004,100.0,100.0,0.0,0.9999973773956299,0.9999973773956299,0.9999973773956299,0.9990234375,0.9554347991943359
es/49/77/es_10247220.jpg,"HIZLI MONTAJ
VE BASİT
1
2
3
4","HIZLI VE KOLAY MONTAJ

1
2
3
4","MONTAJE RÁPIDO
Y SENCILLO
1
2
3
4",39.76353643835254,40.47515178320131,46.65100669454384,25.0,0.8474453091621399,0.8586706519126892,0.8530210256576538,0.7933673469387754,0.8903422951698303
es/95/27/es_10214781.jpg,"3
yaşından
itibaren","3
Yaş
İtibaren","A PARTIR DE
3
AÑOS
DE EDAD",27.516060407455225,36.48773458019209,31.609878073887227,66.66666666666666,0.6318120956420898,0.8028307557106018,0.7071282267570496,0.16666666666666666,0.8233274817466736
es/6f/80/es_10223960.jpg,"Diğerleri
720P
Akiyo","Diğerleri
720P
Akiyo","Otros
720P
Akiyo",100.00000000000004,100.0,100.0,0.0,0.9999703168869019,0.9999703168869019,0.9999703168869019,0.9814814814814815,0.9901914000511169
